Time,trustor,trustee,pkts_f,pkts_d,pdr,frds,coi
440,3,13,6,1,0.857142857,0,0
440,15,8,1,1,0.5,0,1
441,12,3,1,1,0.5,0,0
441,3,7,6,1,0.857142857,0,0
442,6,13,2,0,1,0,0
443,6,2,1,1,0.5,0,0
443,3,12,9,0,1,0,0
443,15,7,8,0,1,0,0
445,6,2,2,5,0.285714286,0,0
445,1,8,6,0,1,0,1
445,13,8,1,2,0.333333333,0,0
447,3,13,2,0,1,0,0
447,7,11,6,3,0.666666667,0,0
447,12,10,4,3,0.571428571,0,0
448,7,3,1,8,0.111111111,0,0
449,2,10,2,3,0.4,0,0
449,12,8,3,6,0.333333333,0,0
450,15,3,1,8,0.111111111,0,1
450,7,12,4,0,1,0,0
451,2,12,2,3,0.4,0,1
452,13,4,5,1,0.833333333,0,0
452,8,11,2,7,0.222222222,0,1
453,5,7,6,3,0.666666667,1,1
454,7,4,1,2,0.333333333,0,0
454,5,12,2,7,0.222222222,1,0
454,11,6,5,2,0.714285714,0,0
455,7,11,3,0,1,0,0
456,11,1,3,6,0.333333333,0,1
456,2,8,2,6,0.25,1,0
457,6,1,2,3,0.4,0,0
457,12,9,5,4,0.555555556,0,1
458,5,15,3,0,1,0,0
459,15,4,6,0,1,0,0
459,7,12,1,1,0.5,0,0
459,5,9,3,0,1,1,0
461,9,2,1,5,0.166666667,0,1
461,1,8,1,8,0.111111111,0,1
461,15,7,2,1,0.666666667,0,0
462,1,11,7,2,0.777777778,0,1
462,9,11,2,4,0.333333333,0,0
463,11,1,3,0,1,0,1
464,7,1,1,0,1,1,0
464,3,6,7,1,0.875,0,0
464,13,10,2,1,0.666666667,0,0
465,3,11,6,2,0.75,1,1
465,7,15,1,0,1,0,0
466,14,10,3,0,1,1,1
467,2,15,4,4,0.5,0,0
467,6,11,6,4,0.6,0,0
468,6,4,4,6,0.4,0,0
468,2,7,2,6,0.25,0,0
468,12,9,1,0,1,0,1
470,14,5,4,0,1,0,1
470,8,11,1,9,0.1,0,1
470,4,8,4,0,1,0,0
471,8,5,6,4,0.6,0,0
471,4,14,4,0,1,1,0
471,13,8,4,0,1,0,0
473,12,5,1,8,0.111111111,1,0
473,8,4,5,2,0.714285714,0,0
473,3,11,2,0,1,1,1
474,3,8,2,0,1,1,1
475,10,1,5,4,0.555555556,1,0
475,11,9,1,0,1,0,0
476,3,11,1,3,0.25,1,1
476,10,15,6,3,0.666666667,0,0
477,15,3,1,6,0.142857143,0,1
477,3,7,2,2,0.5,0,0
478,9,2,2,1,0.666666667,0,1
479,12,1,2,0,1,1,0
479,5,7,1,0,1,1,1
480,5,13,1,0,1,0,0
480,8,15,6,3,0.666666667,0,1
481,11,5,3,2,0.6,0,0
482,8,2,5,3,0.625,1,0
482,4,10,3,0,1,1,0
482,13,10,1,4,0.2,0,0
483,4,14,2,1,0.666666667,1,0
483,8,15,2,6,0.25,0,1
484,13,2,2,0,1,1,1
485,10,5,1,2,0.333333333,0,1
485,2,6,2,2,0.5,0,0
486,11,2,4,4,0.5,0,0
486,2,12,3,1,0.75,0,1
487,9,2,4,6,0.4,0,1
488,5,11,3,7,0.3,0,0
488,15,9,4,0,1,0,0
489,7,2,4,5,0.444444444,0,0
489,5,6,5,5,0.5,1,1
490,7,15,7,2,0.777777778,0,0
490,12,7,1,0,1,0,0
491,14,4,1,0,1,1,0
491,5,6,1,7,0.125,1,1
492,8,13,1,0,1,0,0
493,13,1,2,0,1,0,0
493,8,3,1,0,1,1,1
493,1,11,3,7,0.3,0,1
494,1,7,7,3,0.7,1,0
494,11,10,1,1,0.5,0,0
495,10,3,1,6,0.142857143,0,0
496,15,4,4,4,0.5,0,0
496,2,11,6,4,0.6,0,0
496,10,12,5,2,0.714285714,0,0
497,2,9,9,1,0.9,0,1
497,15,8,7,1,0.875,0,1
498,7,13,4,0,1,0,0
499,15,5,3,5,0.375,0,0
499,4,9,6,0,1,0,1
500,4,15,1,5,0.166666667,0,0
500,9,11,2,0,1,0,0
501,9,1,1,1,0.5,0,0
501,13,8,2,1,0.666666667,0,0
502,4,8,6,2,0.75,0,0
503,8,2,1,1,0.5,1,0
503,13,9,1,1,0.5,0,1
504,8,12,2,0,1,0,0
504,5,10,1,6,0.142857143,0,1
505,13,4,3,0,1,0,0
506,9,4,2,0,1,0,1
506,1,7,1,0,1,1,0
507,1,15,1,0,1,0,1
507,13,7,2,0,1,0,0
508,8,2,5,1,0.833333333,1,0
509,12,4,3,4,0.428571429,0,1
509,2,10,1,0,1,0,0
510,8,3,3,0,1,1,1
510,2,14,1,0,1,0,0
510,15,10,5,2,0.714285714,0,0
512,5,12,1,0,1,1,0
512,9,13,4,1,0.8,0,1
512,15,6,3,7,0.3,0,0
513,9,4,2,3,0.4,0,1
513,5,9,1,0,1,1,0
514,15,9,4,0,1,0,0
515,12,5,1,3,0.25,1,0
515,9,1,3,0,1,0,0
515,3,9,4,2,0.666666667,0,0
517,13,5,9,0,1,0,0
517,3,14,6,4,0.6,0,0
517,8,14,2,1,0.666666667,0,0
518,8,5,2,1,0.666666667,0,0
518,14,7,4,5,0.444444444,0,1
519,5,14,1,4,0.2,0,1
520,9,1,6,0,1,0,0
520,14,8,6,2,0.75,0,0
521,4,9,1,0,1,0,1
522,8,11,3,2,0.6,0,1
522,15,7,3,7,0.3,0,0
523,1,9,2,0,1,0,0
524,14,4,1,2,0.333333333,1,0
524,10,13,4,4,0.5,0,0
525,3,15,7,1,0.875,0,1
526,15,3,2,1,0.666666667,0,1
526,7,4,7,3,0.7,0,0
526,3,8,4,4,0.5,1,1
527,15,6,3,0,1,0,0
528,7,15,3,3,0.5,0,0
528,4,9,3,1,0.75,0,1
529,14,7,1,2,0.333333333,0,1
530,6,2,1,0,1,0,0
530,5,14,1,1,0.5,0,1
531,11,2,2,1,0.666666667,0,0
531,6,14,1,0,1,0,1
532,4,11,1,3,0.25,0,0
532,11,9,3,0,1,0,0
533,8,11,7,1,0.875,0,1
533,4,9,2,2,0.5,0,1
534,8,2,8,0,1,1,0
534,14,10,5,1,0.833333333,1,1
535,3,9,2,1,0.666666667,0,0
536,11,5,5,4,0.555555556,0,0
536,3,11,3,0,1,1,1
536,7,15,2,3,0.4,0,0
538,1,11,5,2,0.714285714,0,1
538,10,14,2,4,0.333333333,1,1
538,15,10,9,1,0.9,0,0
540,5,12,4,0,1,1,0
540,7,13,4,6,0.4,0,0
540,13,8,4,4,0.5,0,0
541,7,5,7,3,0.7,1,1
542,2,12,1,8,0.111111111,0,1
542,15,7,3,1,0.75,0,0
543,8,13,5,5,0.5,0,0
544,8,1,7,3,0.7,0,1
544,4,10,1,9,0.1,1,0
544,12,10,4,1,0.8,0,0
546,15,3,2,3,0.4,0,1
546,10,13,3,5,0.375,0,0
546,2,10,5,2,0.714285714,0,0
547,10,3,7,1,0.875,0,0
547,2,11,5,2,0.714285714,0,0
548,14,2,2,0,1,0,0
549,6,3,6,3,0.666666667,0,0
549,2,7,2,2,0.5,0,0
550,2,11,3,1,0.75,0,0
550,15,7,1,2,0.333333333,0,0
551,8,13,5,0,1,0,0
552,14,1,5,3,0.625,0,0
552,3,6,2,0,1,0,0
553,8,2,6,1,0.857142857,1,0
554,13,3,4,2,0.666666667,0,0
554,3,11,6,0,1,1,1
555,6,14,4,5,0.444444444,0,1
555,13,8,5,1,0.833333333,0,0
556,5,9,5,3,0.625,1,0
557,12,5,7,1,0.875,1,0
557,10,5,7,0,1,0,1
558,5,13,4,3,0.571428571,0,0
558,10,12,5,2,0.714285714,0,0
559,5,10,4,3,0.571428571,0,1
559,12,7,2,4,0.333333333,0,0
560,14,5,3,3,0.5,0,1
560,6,11,5,5,0.5,0,0
561,1,15,4,2,0.666666667,0,1
562,9,13,2,4,0.333333333,0,1
562,15,6,3,4,0.428571429,0,0
563,13,2,6,1,0.857142857,1,1
563,4,7,2,2,0.5,0,0
564,8,3,6,4,0.6,1,1
565,11,2,1,0,1,0,0
565,5,11,1,0,1,0,0
566,8,11,3,4,0.428571429,0,1
566,5,7,1,0,1,1,1
567,11,4,1,0,1,0,0
567,8,1,1,6,0.142857143,0,1
568,1,6,2,2,0.5,0,0
569,1,13,2,2,0.5,0,0
569,6,11,4,2,0.666666667,0,0
569,12,10,3,2,0.6,0,0
570,14,5,3,2,0.6,0,1
570,6,2,3,3,0.5,0,0
571,1,8,1,0,1,0,1
572,9,11,2,2,0.5,0,0
572,15,7,2,4,0.333333333,0,0
573,9,5,4,0,1,1,0
573,2,15,4,2,0.666666667,0,0
574,12,4,4,6,0.4,0,1
574,2,7,1,5,0.166666667,0,0
575,6,11,8,1,0.888888889,0,0
575,15,10,8,2,0.8,0,0
576,6,5,8,1,0.888888889,1,1
576,4,8,4,3,0.571428571,0,0
577,14,3,6,2,0.75,0,0
578,9,5,9,0,1,1,0
578,5,15,7,1,0.875,0,0
578,13,10,2,6,0.25,0,0
579,9,14,1,8,0.111111111,0,0
580,11,3,1,0,1,1,1
580,1,6,3,7,0.3,0,0
581,1,11,9,1,0.9,0,1
581,6,14,6,4,0.6,0,1
581,15,10,1,0,1,0,0
582,6,2,9,1,0.9,0,0
583,13,3,2,5,0.285714286,0,0
583,5,13,2,7,0.222222222,0,0
584,8,12,1,7,0.125,0,0
584,5,9,8,1,0.888888889,1,0
584,15,10,5,2,0.714285714,0,0
586,10,5,6,1,0.857142857,0,1
586,2,11,2,7,0.222222222,0,0
586,15,9,2,7,0.222222222,0,0
587,11,1,6,3,0.666666667,0,1
587,2,6,7,2,0.777777778,0,0
588,7,4,9,1,0.9,0,0
589,13,1,2,4,0.333333333,0,0
589,7,11,4,6,0.4,0,0
589,3,6,3,1,0.75,0,0
590,13,6,1,5,0.166666667,0,0
591,10,1,2,4,0.333333333,1,0
591,5,12,3,5,0.375,1,0
592,11,5,1,1,0.5,0,0
592,10,11,1,5,0.166666667,0,0
592,5,7,4,4,0.5,1,1
593,12,10,1,1,0.5,0,0
594,7,3,5,4,0.555555556,0,0
594,1,15,2,7,0.222222222,0,1
595,13,2,3,7,0.3,1,1
595,7,12,2,7,0.222222222,0,0
595,1,6,6,3,0.666666667,0,0
597,11,4,5,5,0.5,0,0
597,1,14,8,1,0.888888889,0,0
597,10,13,2,4,0.333333333,0,0
598,1,7,6,3,0.666666667,1,0
599,10,13,2,4,0.333333333,0,0
599,13,6,2,1,0.666666667,0,0
600,1,8,1,5,0.166666667,0,1
601,1,12,4,2,0.666666667,1,0
601,10,14,1,0,1,1,1
601,12,8,9,0,1,0,0
603,15,4,6,1,0.857142857,0,0
603,8,12,1,0,1,0,0
603,1,8,1,0,1,0,1
604,1,15,1,0,1,0,1
605,10,13,3,5,0.375,0,0
605,14,9,7,0,1,0,0
606,10,5,7,1,0.875,0,1
606,3,14,9,1,0.9,0,0
607,12,9,1,0,1,0,1
608,9,2,4,1,0.8,0,1
608,5,7,1,0,1,1,1
609,9,15,3,2,0.6,0,0
609,11,8,8,2,0.8,0,1
610,13,1,7,3,0.7,0,0
610,4,10,6,4,0.6,1,0
611,6,5,8,0,1,1,1
612,4,13,1,0,1,0,0
612,6,11,5,3,0.625,0,0
612,14,8,4,2,0.666666667,0,0
613,14,1,5,1,0.833333333,0,0
614,10,4,3,0,1,1,0
614,4,9,9,1,0.9,0,1
615,4,13,8,2,0.8,0,0
615,10,13,2,1,0.666666667,0,0
615,14,6,1,5,0.166666667,0,1
616,15,1,4,2,0.666666667,0,1
617,9,2,1,0,1,0,1
617,3,9,6,3,0.666666667,0,0
618,12,4,2,4,0.333333333,0,1
618,3,14,5,4,0.555555556,0,0
619,6,4,2,7,0.222222222,0,0
620,13,2,1,9,0.1,1,1
620,4,6,1,1,0.5,0,0
621,10,15,2,4,0.333333333,0,0
621,13,9,8,2,0.8,0,1
622,10,1,1,5,0.166666667,1,0
622,2,9,1,0,1,0,1
623,13,6,4,6,0.4,0,0
624,9,1,2,2,0.5,0,0
624,1,12,3,7,0.3,1,0
625,11,4,1,1,0.5,0,0
625,9,12,1,3,0.25,0,1
626,4,11,3,7,0.3,0,0
626,15,6,1,1,0.5,0,0
627,7,5,1,6,0.142857143,1,1
628,12,3,5,0,1,0,0
628,7,15,6,1,0.857142857,0,0
628,4,9,8,0,1,0,1
630,9,2,5,4,0.555555556,0,1
630,1,14,1,1,0.5,0,0
630,13,8,1,9,0.1,0,0
631,1,7,2,0,1,1,0
632,10,2,1,1,0.5,0,0
632,11,3,3,0,1,1,1
633,2,15,6,1,0.857142857,0,0
633,10,12,1,1,0.5,0,0
633,15,9,1,2,0.333333333,0,0
635,13,2,7,0,1,1,1
635,7,15,2,2,0.5,0,0
635,4,8,9,0,1,0,0
636,4,11,3,6,0.333333333,0,0
636,15,9,3,4,0.428571429,0,0
637,8,5,7,0,1,0,0
638,13,2,5,5,0.5,1,1
638,8,14,5,2,0.714285714,0,0
638,4,9,10,0,1,0,1
639,4,12,3,7,0.3,0,1
640,8,3,1,0,1,1,1
640,15,1,1,8,0.111111111,0,1
641,5,15,1,4,0.2,0,0
641,8,15,1,0,1,0,1
641,15,10,2,7,0.222222222,0,0
643,14,4,3,1,0.75,1,0
643,8,15,3,2,0.6,0,1
643,5,9,9,0,1,1,0
644,14,9,3,1,0.75,0,0
645,8,4,3,2,0.6,0,0
645,3,6,5,2,0.714285714,0,0
646,14,1,2,7,0.222222222,0,0
646,8,11,5,0,1,0,1
647,5,7,6,2,0.75,1,1
647,13,8,4,5,0.444444444,0,0
648,5,15,5,3,0.625,0,0
648,6,12,2,0,1,0,0
649,6,4,2,0,1,0,0
649,15,9,2,5,0.285714286,0,0
650,14,2,2,5,0.285714286,0,0
650,1,14,1,7,0.125,0,0
651,6,1,1,0,1,0,0
651,1,7,4,4,0.5,1,0
652,11,3,5,1,0.833333333,1,1
652,6,13,1,0,1,0,0
653,3,7,3,2,0.6,0,0
653,14,9,1,5,0.166666667,0,0
654,6,12,1,0,1,0,0
655,5,14,1,4,0.2,0,1
655,13,9,4,3,0.571428571,0,1
656,7,1,2,2,0.5,1,0
657,12,1,8,2,0.8,1,0
657,2,15,1,4,0.2,0,0
658,9,13,2,4,0.333333333,0,1
659,14,5,5,3,0.625,0,1
659,4,10,9,0,1,1,0
660,8,2,5,2,0.714285714,1,0
660,14,8,5,3,0.625,0,0
661,1,12,1,1,0.5,1,0
661,8,13,3,4,0.428571429,0,0
662,13,6,7,0,1,0,0
663,7,2,1,0,1,0,0
663,12,1,3,4,0.428571429,1,0
663,2,15,1,2,0.333333333,0,0
664,7,11,1,0,1,0,0
664,2,8,2,1,0.666666667,1,0
665,14,6,4,1,0.8,0,1
666,10,4,1,5,0.166666667,1,0
666,4,8,3,4,0.428571429,0,0
667,12,1,1,1,0.5,1,0
667,4,12,5,2,0.714285714,0,1
667,10,14,5,1,0.833333333,1,1
668,14,8,2,0,1,0,0
669,3,14,1,0,1,0,0
669,8,13,6,3,0.666666667,0,0
670,3,6,1,0,1,0,0
670,14,8,1,9,0.1,0,0
671,11,3,2,8,0.2,1,1
671,8,13,10,0,1,0,0
672,2,13,7,3,0.7,1,1
673,7,1,4,6,0.4,1,0
673,15,10,3,4,0.428571429,0,0
674,15,2,6,1,0.857142857,0,0
674,7,11,2,8,0.2,0,0
674,1,7,10,0,1,1,0
676,6,15,5,3,0.625,0,0
676,3,7,8,1,0.888888889,0,0
676,14,10,2,0,1,1,1
677,6,4,2,6,0.25,0,0
677,3,15,9,0,1,0,1
678,11,3,1,7,0.125,1,1
679,10,1,2,1,0.666666667,1,0
679,1,11,1,0,1,0,1
679,14,8,8,0,1,0,0
681,6,4,2,8,0.2,0,0
681,14,1,9,1,0.9,0,0
681,4,12,3,1,0.75,0,1
682,15,10,4,6,0.4,0,0
683,8,2,2,0,1,1,0
683,1,11,7,0,1,0,1
684,8,11,2,0,1,0,1
684,15,8,2,1,0.666666667,0,1
685,15,4,3,0,1,0,0
685,2,8,2,5,0.285714286,1,0
686,2,15,3,4,0.428571429,0,0
686,8,13,6,0,1,0,0
687,12,1,1,3,0.25,1,0
688,8,13,3,0,1,0,0
688,1,9,2,0,1,0,0
689,14,3,1,1,0.5,0,0
689,1,13,2,0,1,0,0
690,9,2,1,0,1,0,1
691,15,1,6,1,0.857142857,0,1
691,9,12,1,0,1,0,1
691,3,8,5,1,0.833333333,1,1
692,3,14,5,1,0.833333333,0,0
693,15,2,9,0,1,0,0
693,7,14,6,0,1,0,1
694,3,10,5,3,0.625,0,0
694,15,10,4,5,0.444444444,0,0
695,6,4,1,1,0.5,0,0
696,2,7,2,0,1,0,0
696,12,9,6,2,0.75,0,1
697,8,5,3,2,0.6,0,0
697,2,15,1,1,0.5,0,0
698,12,3,2,5,0.285714286,0,0
698,8,11,5,0,1,0,1
699,1,12,7,0,1,1,0
699,15,10,6,1,0.857142857,0,0
700,10,13,8,1,0.888888889,0,0
701,10,2,6,3,0.666666667,0,0
701,15,4,6,4,0.6,0,0
701,3,13,1,5,0.166666667,0,0
702,14,8,8,2,0.8,0,0
703,7,2,2,8,0.2,0,0
703,4,8,6,2,0.75,0,0
704,11,4,3,7,0.3,0,0
704,4,11,7,1,0.875,0,0
704,7,12,2,8,0.2,0,0
706,2,14,1,0,1,0,0
706,8,14,1,3,0.25,0,0
706,13,8,5,1,0.833333333,0,0
707,12,2,1,5,0.166666667,0,1
707,2,9,1,0,1,0,1
708,8,14,1,2,0.333333333,0,0
709,8,1,3,0,1,0,1
709,3,14,3,4,0.428571429,0,0
709,11,10,3,1,0.75,0,0
710,3,8,3,4,0.428571429,1,1
711,12,1,5,2,0.714285714,1,0
711,10,13,1,2,0.333333333,0,0
712,1,10,8,2,0.8,1,0
712,11,6,6,1,0.857142857,0,0
713,1,14,7,3,0.7,0,0
713,7,13,1,3,0.25,0,0
714,12,10,4,0,1,0,0
715,14,2,1,3,0.25,0,0
715,10,14,5,0,1,1,1
715,5,6,1,0,1,1,1
717,12,4,1,2,0.333333333,0,1
717,10,13,4,6,0.4,0,0
717,2,10,1,4,0.2,0,0
718,10,3,1,9,0.1,0,0
718,2,11,2,3,0.4,0,0
719,13,3,2,8,0.2,0,0
720,1,14,7,0,1,0,0
720,7,12,5,5,0.5,0,0
721,7,5,6,4,0.6,1,1
721,12,9,1,3,0.25,0,1
722,13,2,4,0,1,1,1
722,1,9,4,2,0.666666667,0,0
723,10,11,3,2,0.6,0,0
724,10,1,4,1,0.8,1,0
724,11,4,1,0,1,0,0
724,3,12,1,3,0.25,0,0
726,7,5,10,0,1,1,1
726,12,2,3,3,0.5,0,1
726,4,14,1,1,0.5,1,0
727,4,9,1,1,0.5,0,1
728,9,5,2,0,1,1,0
728,13,5,5,1,0.833333333,0,0
729,1,7,7,0,1,1,0
729,14,7,1,5,0.166666667,0,1
730,7,1,1,2,0.333333333,1,0
731,12,5,6,0,1,1,0
731,5,11,1,1,0.5,0,0
732,10,5,1,0,1,0,1
733,12,3,1,7,0.125,0,0
733,4,15,3,2,0.6,0,0
733,10,13,1,0,1,0,0
735,8,2,2,7,0.222222222,1,0
735,3,15,4,1,0.8,0,1
735,14,9,7,2,0.777777778,0,0
736,11,5,6,3,0.666666667,0,0
736,8,11,5,4,0.555555556,0,1
736,3,9,4,1,0.8,0,0
738,11,4,1,1,0.5,0,0
738,8,13,2,1,0.666666667,0,0
738,3,9,5,4,0.555555556,0,0
739,8,1,3,0,1,0,1
739,13,7,1,1,0.5,0,0
740,2,6,5,0,1,0,0
741,12,2,6,1,0.857142857,0,1
741,8,14,1,0,1,0,0
742,4,9,1,0,1,0,1
743,6,12,3,7,0.3,0,0
743,14,8,2,7,0.222222222,0,0
744,6,2,1,9,0.1,0,0
744,11,3,3,6,0.333333333,1,1
744,1,15,9,0,1,0,1
745,1,6,3,6,0.333333333,0,0
746,6,13,2,1,0.666666667,0,0
746,12,9,6,4,0.6,0,1
747,4,15,3,0,1,0,0
748,8,12,1,4,0.2,0,0
748,4,7,2,1,0.666666667,0,0
748,14,10,1,0,1,1,1
749,11,2,1,0,1,0,0
750,4,14,5,0,1,1,0
750,9,11,5,2,0.714285714,0,0
751,9,1,5,2,0.714285714,0,0
751,13,8,8,2,0.8,0,0
752,2,12,1,2,0.333333333,0,1
753,13,4,8,0,1,0,0
753,10,13,2,0,1,0,0
754,3,7,1,1,0.5,0,0
755,14,4,1,0,1,1,0
755,3,12,2,0,1,0,0
755,8,11,1,2,0.333333333,0,1
756,8,1,2,1,0.666666667,0,1
757,15,1,7,1,0.875,0,1
757,1,15,3,4,0.428571429,0,1
758,9,15,1,5,0.166666667,0,0
758,1,6,3,4,0.428571429,0,0
759,14,2,3,7,0.3,0,0
760,6,4,5,2,0.714285714,0,0
760,1,14,1,0,1,0,0
761,12,1,1,4,0.2,1,0
762,10,1,5,2,0.714285714,1,0
762,5,8,1,3,0.25,0,0
762,12,6,1,4,0.2,0,0
763,5,11,3,1,0.75,0,0
763,10,11,2,5,0.285714286,0,0
764,11,2,2,7,0.222222222,0,0
765,4,15,1,6,0.142857143,0,0
765,10,14,8,1,0.888888889,1,1
766,14,5,7,2,0.777777778,0,1
767,9,12,2,0,1,0,1
767,5,9,2,0,1,1,0
768,9,1,1,1,0.5,0,0
768,13,3,4,6,0.4,0,0
769,2,8,2,4,0.333333333,1,0
770,13,1,2,3,0.4,0,0
770,2,11,5,1,0.833333333,0,0
770,9,11,7,0,1,0,0
771,9,3,6,1,0.857142857,0,0
771,13,6,4,1,0.8,0,0
772,2,12,1,0,1,0,1
773,10,5,6,2,0.75,0,1
773,15,9,4,6,0.4,0,0
774,3,15,1,0,1,0,1
775,8,1,6,4,0.6,0,1
775,3,10,1,0,1,0,0
775,13,10,4,2,0.666666667,0,0
776,14,4,4,2,0.666666667,1,0
777,8,4,2,6,0.25,0,0
777,3,8,2,2,0.5,1,1
778,12,4,1,0,1,0,1
778,3,13,4,0,1,0,0
778,8,11,5,3,0.625,0,1
780,12,5,8,0,1,1,0
780,9,15,6,0,1,0,0
780,3,7,3,1,0.75,0,0
781,3,14,3,1,0.75,0,0
782,6,15,6,1,0.857142857,0,0
782,15,9,6,2,0.75,0,0
783,6,4,1,6,0.142857143,0,0
783,2,10,3,2,0.6,0,0
784,13,4,2,1,0.666666667,0,0
784,2,15,3,2,0.6,0,0
785,8,2,5,1,0.833333333,1,0
785,14,7,3,0,1,0,1
786,5,12,1,1,0.5,1,0
786,8,11,5,1,0.833333333,0,1
787,12,5,1,1,0.5,1,0
787,5,6,2,0,1,1,1
788,6,2,3,2,0.6,0,0
788,15,6,2,0,1,0,0
789,4,7,8,0,1,0,0
790,6,1,4,1,0.8,0,0
790,4,14,4,4,0.5,1,0
790,11,10,3,1,0.75,0,0
791,14,4,4,0,1,1,0
792,7,15,3,2,0.6,0,0
792,5,9,1,6,0.142857143,1,0
793,5,13,1,6,0.142857143,0,0
793,11,6,3,0,1,0,0
794,7,1,2,2,0.5,1,0
795,4,9,1,0,1,0,1
795,15,10,1,1,0.5,0,0
796,7,1,9,0,1,1,0
796,15,1,2,0,1,0,1
797,7,11,2,7,0.222222222,0,0
797,4,7,1,1,0.5,0,0
798,4,15,2,0,1,0,0
798,12,10,1,7,0.125,0,0
799,10,3,1,3,0.25,0,0
800,15,3,2,0,1,0,1
800,1,14,2,8,0.2,0,0
801,9,5,2,0,1,1,0
801,11,8,1,1,0.5,0,1
802,2,14,1,1,0.5,0,0
803,13,4,3,1,0.75,0,0
803,9,13,1,9,0.1,0,1
804,2,13,2,0,1,1,1
804,14,7,3,1,0.75,0,1
805,7,5,6,2,0.75,1,1
806,7,14,5,3,0.625,0,1
806,1,6,2,2,0.5,0,0
806,14,7,1,9,0.1,0,1
807,1,15,2,2,0.5,0,1
808,8,2,3,0,1,1,0
808,12,7,8,1,0.888888889,0,0
809,2,12,5,5,0.5,0,1
809,8,12,3,0,1,0,0
810,14,5,1,0,1,0,1
810,2,9,10,0,1,0,1
811,10,1,3,0,1,1,0
811,13,7,1,0,1,0,0
812,4,7,2,3,0.4,0,0
813,7,1,1,0,1,1,0
813,13,8,1,2,0.333333333,0,0
814,7,15,1,0,1,0,0
814,3,6,1,3,0.25,0,0
815,12,4,2,8,0.2,0,1
816,10,12,3,1,0.75,0,0
816,2,10,4,0,1,0,0
816,15,10,2,8,0.2,0,0
818,6,2,5,5,0.5,0,0
818,12,3,6,3,0.666666667,0,0
818,2,14,1,0,1,0,0
819,6,11,8,2,0.8,0,0
819,12,9,9,0,1,0,1
820,5,6,5,5,0.5,1,1
821,7,2,4,3,0.571428571,0,0
821,5,14,10,0,1,0,1
821,14,9,5,5,0.5,0,0
822,12,1,8,2,0.8,1,0
822,7,12,7,0,1,0,0
823,1,14,6,2,0.75,0,0
824,10,11,3,3,0.5,0,0
824,1,6,8,0,1,0,0
824,15,9,6,4,0.6,0,0
825,11,1,2,8,0.2,0,1
826,8,2,1,2,0.333333333,1,0
826,5,6,3,1,0.75,1,1
827,11,5,4,2,0.666666667,0,0
828,3,11,1,0,1,1,1
828,9,13,1,4,0.2,0,1
829,12,10,2,0,1,0,0
830,13,2,1,1,0.5,1,1
830,5,12,1,0,1,1,0
830,9,11,1,1,0.5,0,0
832,11,2,1,7,0.125,0,0
832,4,12,9,0,1,0,1
832,9,15,7,3,0.7,0,0
834,7,15,3,7,0.3,0,0
834,4,7,3,5,0.375,0,0
834,15,8,5,0,1,0,1
835,13,1,1,4,0.2,0,0
835,7,3,10,0,1,0,0
835,4,14,2,6,0.25,1,0
837,15,1,3,0,1,0,1
837,9,13,1,2,0.333333333,0,1
837,5,9,3,5,0.375,1,0
839,9,4,3,3,0.5,0,1
839,5,13,3,0,1,0,0
839,14,9,1,1,0.5,0,0
841,4,15,1,3,0.25,0,0
841,7,15,3,3,0.5,0,0
841,11,9,1,0,1,0,0
842,4,10,4,0,1,1,0
843,9,14,5,3,0.625,0,0
843,14,10,1,1,0.5,1,1
844,14,1,1,1,0.5,0,0
844,9,2,2,6,0.25,0,1
844,3,15,1,0,1,0,1
846,8,5,1,2,0.333333333,0,0
846,4,14,1,3,0.25,1,0
846,12,8,3,0,1,0,0
847,8,15,3,0,1,0,1
848,12,2,7,3,0.7,0,1
848,1,6,6,4,0.6,0,0
849,1,13,4,6,0.4,0,0
849,10,12,1,1,0.5,0,0
849,13,9,1,9,0.1,0,1
851,14,4,6,2,0.75,1,0
851,6,12,4,0,1,0,0
851,2,8,1,0,1,1,0
852,6,5,1,3,0.25,1,1
852,12,9,1,7,0.125,0,1
853,3,13,2,7,0.222222222,0,0
854,7,3,1,0,1,0,0
854,12,10,2,3,0.4,0,0
855,11,2,4,1,0.8,0,0
855,2,11,8,1,0.888888889,0,0
856,6,14,1,0,1,0,1
856,2,6,6,3,0.666666667,0,0
857,6,1,1,0,1,0,0
857,11,6,3,3,0.5,0,0
858,11,4,3,3,0.5,0,0
858,3,10,1,1,0.5,0,0
859,3,14,2,0,1,0,0
859,9,15,7,0,1,0,0
860,9,5,2,5,0.285714286,1,0
860,12,9,1,0,1,0,1
861,12,5,1,0,1,1,0
861,5,9,7,0,1,1,0
862,10,11,6,3,0.666666667,0,0
863,5,11,9,0,1,0,0
863,15,8,2,0,1,0,1
864,11,1,2,0,1,0,1
864,10,11,1,6,0.142857143,0,0
864,5,9,8,1,0.888888889,1,0
866,10,15,6,0,1,0,0
866,5,9,1,2,0.333333333,1,0
866,11,6,3,1,0.75,0,0
867,10,1,1,5,0.166666667,1,0
868,14,4,1,8,0.111111111,1,0
868,2,7,1,4,0.2,0,0
869,2,12,2,3,0.4,0,1
869,6,13,2,6,0.25,0,0
870,14,4,1,1,0.5,1,0
870,6,5,1,7,0.125,1,1
871,4,9,1,1,0.5,0,1
871,15,9,2,0,1,0,0
872,9,13,8,0,1,0,1
873,15,3,3,1,0.75,0,1
873,3,11,1,0,1,1,1
